Id,Word,Transcription
28998,BENDECTIN,B EH N D EH K T IH N
28999,MISCONCEIVING,M IH S K AH N S IY V IH NG
29000,ARICO,AA R IY K OW
29001,JURGENSON,JH ER G IH N S AH N
29002,PLUMB,P L AH M
29003,MINNOWS,M IH N OW Z
29004,FASTBALL,F AE S T B AO L
29005,BOWKER,B OW K ER
29006,BIOTECHNICA'S,B AY OW T EH K N IH K AH Z
29007,FREIERMUTH,F R AY ER M UW TH
29008,WYLIE,W AY L IY
29009,ENFIELD,EH N F IY L D
29010,EGNER,EH G N ER
29011,QUEBEC'S,K W IH B EH K S
29012,GOODY'S,G UH D IY Z
29013,BACHARACH,B AE K ER AE K
29014,BLONDIE,B L AA N D IY
29015,NORVIN,N AO R V IH N
29016,MACHA,M AE CH AH
29017,EATON'S,IY T AH N Z
29018,CIST,S IH S T
29019,METALLIC'S,M AH T AE L IH K S
29020,EARPLUG,IH R P L AH G
29021,SPREEN,S P R IY N
29022,LIKE,L AY K
29023,MEROLA,M ER OW L AH
29024,REFUEL,R IY F Y UW AH L
29025,SZILARD,Z IH L ER D
29026,SENTENCES,S EH N T AH N S IH Z
29027,DAFFIN,D AE F IH N
29028,TAINTS,T EY N T S
29029,MULTIMILLION,M AH L T IY M IH L Y AH N
29030,KARLINE,K AA R L AY N
29031,SHELL'S,SH EH L Z
29032,ZAPPALA,Z AA P AA L AH
29033,ACHOA,AH CH OW AH
29034,BARANSKI,B ER AE N S K IY
29035,METZINGER,M EH T Z IH NG ER
29036,HOPPERT,HH AA P ER T
29037,CENTENNIAL,S EH N T EH N IY AH L
29038,SCANT,S K AE N T
29039,THORALD,TH AO R AH L D
29040,ENDEARMENT,IH N D IH R M AH N T
29041,BRUNA,B R UW N AH
29042,MONORAILS,M AA N ER EY L Z
29043,SCHNUR,SH N ER
29044,CREDENTIALED,K R AH D EH N CH AH L D
29045,RINGGIT,R IH NG IH T
29046,HAUFF,HH AO F
29047,BORQUEZ,B AO R K W EH Z
29048,MEAR,M IH R
29049,FLUMMOX,F L AH M AO K S
29050,RIZER,R AY Z ER
29051,PRESBY,P R EH Z B IY
29052,FILTERING,F IH L T ER IH NG
29053,HUNTS,HH AH N T S
29054,DIBERT,D IH B ER T
29055,LEBANESE,L EH B AH N IY Z
29056,GRAMMY,G R AE M IY
29057,QATAR,K AH T AA R
29058,SOPHOMORIC,S AA F OW M AA R IH K
29059,MUCKING,M AH K IH NG
29060,BRAUSE,B R AO Z
29061,AGRIVISOR,AE G R AH V AY Z ER
29062,LORENZ,L ER EH N T S
29063,BANDAR,B AE N D AA R
29064,COPACABANA,K OW P AH K AH B AE N AH
29065,ASHEBORO,AE SH B AO R OW
29066,SPOOFED,S P UW F T
29067,EXCURSIONS,IH K S K ER ZH AH N Z
29068,UNDENIABLY,AH N D IH N AY AH B L IY
29069,RAYBOURN,R EY B UH R N
29070,RECONSTITUTING,R IY K AA N S T IH T UW T IH NG
29071,AXON,AE K S AA N
29072,PHARMACIA,F AA R M EY S IY AH
29073,LIBERTIES,L IH B ER T IY Z
29074,ARON,EH R AH N
29075,WRANGLER,R AE NG G AH L ER
29076,FRIEND'S,F R EH N Z
29077,UNSEASONABLY,AH N S IY Z AH N AH B L IY
29078,CLASP,K L AE S P
29079,CHURCHILL'S,CH ER CH IH L Z
29080,ACCESSORIZED,AE K S EH S ER AY Z D
29081,GALLUP,G AE L AH P
29082,RIKERS,R AY K ER Z
29083,RESISTING,R IH Z IH S T IH NG
29084,HOWDYSHELL,HH AW D IH SH EH L
29085,HUANG,HH W AA NG
29086,CREVIER,K R IY V IY ER
29087,CHENXIANG,CH EH N SH Y AA NG
29088,PLAYERS',P L EY ER Z
29089,PERCEPTIVE,P ER S EH P T IH V
29090,DAULT,D AO L T
29091,DUG,D AH G
29092,LANDRESS,L AE N D R IH S
29093,RHODY,R OW D IY
29094,JOT,JH AA T
29095,INTEGRATOR,IH N AH G R EY T ER
29096,ALTAMURO,AO L T AH M UH R OW
29097,LEHNHOFF,L EH N HH AO F
29098,SNUG,S N AH G
29099,ALGODONES,AA G AH D OW N AH Z
29100,HALBROOKS,HH AE L B R UH K S
29101,NORICK,N AO R IH K
29102,LEFEVER,L AH F EY V ER
29103,AURAL,AO R AH L
29104,PECHORA,P AH K AO R AH
29105,BARTS,B AA R T S
29106,BEACHUM,B IY CH AH M
29107,MANSION,M AE N SH AH N
29108,GALLE,G EY L
29109,DANNA,D AE N AH
29110,HOARDING,HH AO R D IH NG
29111,CHARACTER,K EH R IH K T ER
29112,HIPPOLYTUS,HH AH P AA L AH T AH S
29113,RESPONDENT,R IH S P AA N D AH N T
29114,QUANTITATIVE,K W AA N IH T EY T IH V
29115,EXTRADITES,EH K S T R AH D AY T S
29116,TARRYTOWN,T EH R IY T AW N
29117,REAMERS,R IY M ER Z
29118,EXHORTED,IH G Z AO R T IH D
29119,DIVVIED,D IH V IY D
29120,WESLIA,HH W EH S L IY AH
29121,BEZAIRE,B AH Z EH R
29122,INSTIGATION,IH N S T IH G EY SH AH N
29123,GRAUMAN,G R AO M AH N
29124,COALITION,K OW AH L IH SH AH N
29125,HOUR'S,AW ER Z
29126,ALLMOND,AH L M AA N D
29127,BRAZIL'S,B R AH Z IH L Z
29128,MOJAVE,M OW HH AA V IY
29129,ENCOUNTERING,EH N K AW N T ER IH NG
29130,OMELIA,OW M EH L IY AH
29131,COLLINGWOOD,K AA L IH NG W UH D
29132,COLDER,K OW L D ER
29133,VULCANS,V AH L K AH N Z
29134,ALTERNATIVELY,AO L T ER N AH T IH V L IY
29135,DOMINO'S,D AA M IH N OW Z
29136,VIOLENT,V AY AH L AH N T
29137,KANTER,K AE N T ER
29138,BRINEGAR,B R IH N IH G ER
29139,FERD,F ER D
29140,VANNOY,V AE N OY
29141,NESTLES,N EH S AH L Z
29142,LIPTON'S,L IH P T AH N Z
29143,BARNOWSKI,B AA R N AW S K IY
29144,ENSHROUDED,IH N SH R AW D AH D
29145,MAGINNIS,M AH G IH N IH S
29146,BERTHIAUME,B ER TH IY UW M IY
29147,ARBOREAL,AA R B AO R IY AH L
29148,COUPES,K UW P S
29149,ATTACHMENT,AH T AE CH M AH N T
29150,STRAY,S T R EY
29151,PRI,P R AY
29152,CUTE,K Y UW T
29153,MACLELLAN,M AH K L EH L AH N
29154,TINCTURES,T IH NG K CH ER Z
29155,PREFERENCED,P R EH F R AH N S T
29156,ABKHAZIAN,AE B K AA Z IY AH N
29157,ANTHRAX,AE N TH R AE K S
29158,IMMUNITIES,IH M Y UW N IH T IY Z
29159,PLENTIFUL(4),P L EH N IH F AH L
29160,EXEMPT,IH G Z EH M P T
29161,SLEIPNER,S L AY P N ER
29162,HALLIBURTON,HH AE L IH B ER T AH N
29163,DIAMETER,D AY AE M AH T ER
29164,YERKES,Y ER K IY Z
29165,HOUSEBOAT,HH AW S B OW T
29166,COEN,K OW IH N
29167,FRED,F R EH D
29168,O'BANNON,OW B AE N AH N
29169,SYLVAN,S IH L V AH N
29170,MURRELL,M AO R AH L
29171,ZORKIN,Z AO R K IH N
29172,LABOVE,L AH B AH V
29173,UELAND,UH L AH N D
29174,GARTLAND,G AA R T L AH N D
29175,PREORDAIN,P R IY AO R D EY N
29176,METHODIST,M EH TH AH D IH S T
29177,DELKER,D EH L K ER
29178,ENUMERATED,IH N UW M ER EY T IH D
29179,MOSELEY-BRAUN,M OW Z L IY B R AA N
29180,SOLICITATION,S AH L IH S IH T EY SH AH N
29181,WESTERNERS,W EH S T ER N ER Z
29182,KAYLYNN,K EY L IH N
29183,RELATES,R IY L EY T S
29184,LOUGHREY,L AW R IY
29185,FENDERS,F EH N D ER Z
29186,BICKEL,B IH K AH L
29187,BLOTCHIEST,B L AA T CH IY AH S T
29188,CIZIK,S IY Z IH K
29189,ALCOA'S,AE L K OW AH Z
29190,PIONEER'S,P AY AH N IH R Z
29191,CRESSMAN,K R EH S M AH N
29192,RUBE,R UW B
29193,COLINE,K OW L IY N IY
29194,SUCHECKI,S AH K EH K IY
29195,TEMPLATE,T EH M P L AH T
29196,PURVEY,P ER V EY
29197,RUEHLE,R UW HH AH L
29198,MEDISGROUP,M EH D IH S G R UW P
29199,AZIDOTHYMIDINE,AH Z IH D AH TH AY M AH D AY N
29200,MAILEY,M EY L IY
29201,BARDON,B AA R D AO N
29202,NINO,N IY N Y OW
29203,CLEAN,K L IY N
29204,MARKGRAF,M AA R K G R AH F
29205,GERONTOLOGY,JH EH R AH N T AA L AH JH IY
29206,INDOSUEZ,IH N D OW S UW EH Z
29207,LONGBOW,L AO NG B OW
29208,HAVRANEK,HH AH V R AE N EH K
29209,MELAMED,M EH L AH M EH D
29210,FOUCHER,F AW K ER
29211,DIET,D AY AH T
29212,TATEM,T AE T IH M
29213,MILANI,M IY L AA N IY
29214,SHEPHERD'S,SH EH P ER D Z
29215,DEAFNESS,D EH F N AH S
29216,EGGED,EH G D
29217,LOGICALLY,L AA JH IH K L IY
29218,NIELAND,N IY L AH N D
29219,DROBKOV,D R AO B K AO F
29220,MEHNERT,M EH N ER T
29221,MAHALA,M AE HH AH L AH
29222,GAS'S,G AE S IH Z
29223,PAPAYA,P AH P AY AH
29224,STOCK'S,S T AA K S
29225,PALLIATIVES,P AE L IY AH T IH V Z
29226,MCCRUM,M AH K R AH M
29227,ROOST,R UW S T
29228,LICENSER,L AY S AH N S ER
29229,VILE,V AY L
29230,SELASSIE,S AH L AE S IY
29231,ROTATES,R OW T EY T S
29232,METROPOLITAIN,M EH T R AH P AO L AH T AH N
29233,PARLOR,P AA R L ER
29234,DIMARINO,D IH M AA R IY N OW
29235,EVALUATIONS,IH V AE L Y UW EY SH AH N Z
29236,COOTER,K UW T ER
29237,VANCE,V AE N S
29238,REINVITED,R IY IH N V AY T IH D
29239,AEROMAR,EH R OW M AA R
29240,DURLEY,D ER L IY
29241,BIAMBY'S,B IY AA M B IY Z
29242,PRETORIA,P R IY T AO R IY AH
29243,STINSON,S T IH N S AH N
29244,PRONE,P R OW N
29245,LITERATE,L IH T ER AH T
29246,WEGENER,W EH G IY N ER
29247,GIBNEY,JH IH B N IY
29248,BOVINO,B OW V IY N OW
29249,PROVISIONALLY,P R AH V IH ZH AH N AH L IY
29250,HANDWERKER,HH AE N D W ER K ER
29251,ZOELLICK,Z OW L IH K
29252,OCONNELL,OW K AA N AH L
29253,PARENTE,P AA R EH N T IY
29254,FERROUS,F EH R AH S
29255,LINGERED,L IH NG G ER D
29256,INDEBTEDNESS,IH N D EH T IH D N IH S
29257,EON,IY AA N
29258,LYERLY,L AY ER L IY
29259,DOMBKOWSKI,D AH M K AO F S K IY
29260,BENJAMIN'S,B EH N JH AH M AH N Z
29261,MILITIAMEN,M AH L IH SH AH M IH N
29262,SHENG-FEN,SH EH NG F EH N
29263,CHINO,CH IY N OW
29264,COSMO,K AO Z M OW
29265,CARTELS,K AA R T EH L Z
29266,GIGGLING,G IH G AH L IH NG
29267,MOBILER,M OW B IH L ER
29268,HOLIDAYSBURG,HH AA L AH D EY Z B ER G
29269,TISCHER,T IH SH ER
29270,ROUTT,R AW T
29271,ALEXANDER'S,AE L IH G Z AE N D ER Z
29272,BALDEV,B AA L D EH V
29273,LASTING,L AE S T IH NG
29274,DOOMSAYERS,D UW M S EY ER Z
29275,BARILLARI'S,B EH R IH L EH R IY Z
29276,DIMAMBRO,D IH M AE M B R OW
29277,SARTRE,S AA R T R AH
29278,MCCOLLOM,M AH K AA L AH M
29279,LEISINGER,L AY S IH N JH ER
29280,EMISSARIES,EH M AH S EH R IY Z
29281,LAS,L AA S
29282,GIZBERT'S,G IH Z B ER T S
29283,WYKOFF,W IH K AO F
29284,OFFICERS,AO F IH S ER Z
29285,KISHBAUGH,K IH SH B AW
29286,HOM,HH AA M
29287,SUCHOCKI,S AH K AA K IY
29288,PATRONS,P EY T R AH N Z
29289,DISAPPEARING,D IH S AH P IH R IH NG
29290,BREITBARTH,B R AY T B AA R TH
29291,STEPPER,S T EH P ER
29292,VERRILL,V EH R IY L
29293,KEARNS,K ER N Z
29294,CONSOLABLY,K AH N S OW L AH B L IY
29295,AMBIVALENT,AE M B IH V AH L AH N T
29296,PREOCCUPIED,P R IY AA K Y AH P AY D
29297,WHITEHORSE,W AY T HH AO R S
29298,FLOODGATES,F L AH D G EY T S
29299,MCQUILKIN,M AH K W IH L K AH N
29300,HASKETT,HH AE S K IH T
29301,SAULNIER,S AW L N IY ER
29302,JOHANSON,JH OW HH AE N S AH N
29303,REPEL,R IH P EH L
29304,NATASHA'S,N AH T AE SH AH Z
29305,DISEMBODY,D IH S IH B AA D IY
29306,AMABELLE,AE M AH B AH L
29307,CONSECUTIVELY,K AH N S EH K Y AH T IH V L IY
29308,VANDYNE,V AE N D AY N
29309,CUNNINGHAM,K AH N IH NG HH AE M
29310,GUALDONI,G AA L D OW N IY
29311,HEADQUARTER,HH EH D K AO R T ER
29312,COMMANDMENTS,K AH M AE N D M AH N T S
29313,ROBUSTLY,R OW B AH S T L IY
29314,SADA,S AA D AH
29315,CONSTABULARY,K AH N S T AE B Y AH L EH R IY
29316,MCLARTY'S,M AH K L AA R T IY Z
29317,BRANDEL,B R AE N D AH L
29318,WALINSKY,W AH L IH N S K IY
29319,SUPERCENTERS,S UW P ER S EH N T ER S
29320,EXPRESSIONLESS,IH K S P R EH SH AH N L IH S
29321,SHINDLEDECKER,SH IH N D AH L D IH K ER
29322,HENN,HH EH N
29323,YUNK,Y AH NG K
29324,ATMOSPHERE,AE T M AH S F IH R
29325,SCYTHE,S AY TH
29326,CAUTION,K AO SH AH N
29327,AGONIZINGLY,AE G AH N AY Z IH NG L IY
29328,JOBINA,Y OW B IY N AH
29329,BURDON,B ER D AH N
29330,BELTZ,B EH L T S
29331,CADOGAN,K AA D OW G AA N
29332,LIKHYANI,L IH K Y AA N IY
29333,THEATRE'S,TH IY AH T ER Z
29334,BENZIE,B EH N Z IY
29335,PURDY,P ER D IY
29336,KAUS,K AO Z
29337,ZIYANG,ZH IY AE NG
29338,DOSSIER,D AO S Y EY
29339,SIRMON,S ER M AH N
29340,AMOUNTS,AH M AW N T S
29341,ANDRIOLA,AA N D R IY OW L AH
29342,MATURES,M AH CH UH R Z
29343,OPTED,AA P T IH D
29344,DOORNBOS,D AO R N B OW Z
29345,PREVIN,P R EH V AH N
29346,HEAVYWEIGHTS,HH EH V IY W EY T S
29347,STAMPEDING,S T AE M P IY D IH NG
29348,GEHRING,G EH R IH NG
29349,RUGS,R AH G Z
29350,CIRCUMSTANCES,S ER K AH M S T AE N S AH Z
29351,INSTANCES,IH N S T AH N S AH Z
29352,JOURNEYING,JH ER N IY IH NG
29353,BACON'S,B EY K AH N Z
29354,CONFESSES,K AH N F EH S IH Z
29355,ZIPLESS,Z IH P L AH S
29356,HELMS',HH EH L M Z
29357,AMARANTH,AE M ER AE N TH
29358,ATLANTIS'S,AE T L AE N T IH S IH Z
29359,BUCEK,B UW CH EH K
29360,BRACKNELL,B R AE K N EH L
29361,DISEMBARK,D IH S EH M B AA R K
29362,POSTRELLE,P OW S T R EH L
29363,KNISS,N IH S
29364,BURNSIDE'S,B ER N S AY D Z
29365,BALLESTEROS,B AH L EH S T ER OW S
29366,EXPECTANCY,IH K S P EH K T AH N S IY
29367,LOPP,L AA P
29368,JENKINS,JH EH NG K IH N Z
29369,TABBY,T AE B IY
29370,COLTRANE,K OW L T R AH N
29371,COOSA,K UW S AH
29372,DUBLIN'S,D AH B L IH N Z
29373,JACKSONVILLE'S,JH AE K S AH N V IH L Z
29374,CEREDASE,S EH R AH D EY Z
29375,SYPHILIS,S IH F AH L IH S
29376,SIEVERT,S IY V ER T
29377,STINKBUG,S T IH NG K B AH G
29378,PANTERA'S,P AA N T EH R AH Z
29379,HERSOM,HH ER S AH M
29380,AVENALL,AA V EY N AA L
29381,AOSHIMA,EY OW SH IY M AH
29382,SEGARS,S EH G ER Z
29383,WORKMANLIKE,W ER K M AE N L AY K
29384,LOUSED,L AW Z D
29385,WHARF'S,HH W AO R F S
29386,ATTIC,AE T IH K
29387,ALWIN,AE L W IH N
29388,CROWTHER'S,K R OW TH ER Z
29389,YAM,Y AE M
29390,CLIMAXED,K L AY M AE K S T
29391,UMBRIA,AH M B R IY AH
29392,COWDREY,K AW D R IY
29393,REFINANCES,R IY F AH N AE N S IH Z
29394,GREGORIAN,G R AH G AO R IY AH N
29395,FINCKLE,F IH NG K AH L
29396,RUBIES,R UW B IY Z
29397,GRISSON,G R IH S AH N
29398,ARNALDA,AA R N AA L D AH
29399,NOBLE'S,N OW B AH L Z
29400,SURVIVABILITY,S ER V AY V AH B IH L IH T IY
29401,WHITTET,HH W IH T IH T
29402,SHARI,SH AA R IY
29403,PATHWAYS,P AE TH W EY Z
29404,MILLIGAL,M IH L IH G AH L
29405,HAUSWIRTH,HH AW S W ER TH
29406,NEWT'S,N UW T S
29407,DEPRECIABLE,D IH P R IH SH AH B AH L
29408,FOLLMAN,F AA L M AH N
29409,JUUL,JH UW AH L
29410,MOTZER,M OW T Z ER
29411,SERVICES,S ER V AH S AH Z
29412,DARRYL,D EH R AH L
29413,VINYL,V AY N AH L
29414,SCURDALL,S K ER D AA L
29415,HUST,HH AH S T
29416,GENITAL,JH EH N AH T AH L
29417,QUARTERS'S,K AO R T ER Z
29418,MEALEY,M IY L IY
29419,MONUMENTALLY,M AA N Y AH M EH N T AH L IY
29420,EMBRACES,EH M B R EY S IH Z
29421,LAMPSON,L AE M P S AH N
29422,KANTIAN,K AE N T IY AH N
29423,PATTIS,P AE T IH S
29424,MIELKE,M IY L K IY
29425,BUGARIN,B Y UW G ER IH N
29426,GLANCY,G L AE N S IY
29427,CONVALESCENT,K AA N V AH L EH S AH N T
29428,POWERPCS',P AW ER P IY S IY Z
29429,GRUNOW,G R UW N OW
29430,SMIGEL,S M IH JH AH L
29431,RESENTS,R IH Z EH N T S
29432,SOT,S AO T
29433,ROXINE,R AA K S AY N
29434,LEACHES,L IY CH IH Z
29435,COLLOPY,K AH L OW P IY
29436,BOZOS,B OW Z OW Z
29437,KAPPES,K AE P S
29438,SCHNEIDEWIND'S,SH N AY D AH W IH N D Z
29439,ROUTE,R AW T
29440,ROSE'S,R OW Z IH Z
29441,CIRCULATORY,S ER K Y AH L AH T AO R IY
29442,INFANTINO,IH N F AA N T IY N OW
29443,DISABILITIES,D IH S AH B IH L IH T IY Z
29444,KNAACK,N AA K
29445,INITIATIVE,IH N IH SH Y AH T IH V
29446,KRALL,K R AO L
29447,JETTON,JH EH T AH N
29448,DEPLETING,D IH P L IY T IH NG
29449,NOLETA,N OW L EH T AH
29450,MARTELLO,M AA R T EH L OW
29451,ZAVADIL,Z AA V AA D IY L
29452,MCKEITHEN,M AH K IY TH AH N
29453,LITAKER,L IH T EY K ER
29454,WEIDINGER,W AY D IH NG ER
29455,BARBETTE,B AA R B EH T
29456,RELATED,R IY L EY T IH D
29457,UNVEILS,AH N V EY L Z
29458,DISCONCERTING,D IH S K AH N S ER T IH NG
29459,BACKWARDATION,B AE K W ER D EY SH AH N
29460,ELFIN,EH L F IH N
29461,VIDE,V AY D
29462,FORSTNER,F AO R S T N ER
29463,STEPDAUGHTERS,S T EH P D AO T ER Z
29464,ASSOCIATE(4),AH S OW SH IY EY T
29465,MENESES,M EY N EY S EH S
29466,NARJES,N AA R Y AH S
29467,CEMETERY,S EH M AH T EH R IY
29468,DAHRAIN,D AH R EY N
29469,COMMISSION'S,K AH M IH SH AH N Z
29470,ALIGNS,AH L AY N Z
29471,GIESKE,JH IY S K
29472,CRAVED,K R EY V D
29473,BRATSCH,B R AE CH
29474,EHRIG,EH R IH G
29475,EMITTING,IH M IH T IH NG
29476,REMOVES,R IY M UW V Z
29477,PERFECTIONISM,P ER F EH K SH AH N IH Z AH M
29478,HERZEGOVINA,HH EH R T S AH G OW V IY N AH
29479,ORANGUTAN,AO R AE NG AH T AA N
29480,MANSLAUGHTER,M AE N S L AO T ER
29481,DISPATCH,D IH S P AE CH
29482,READJUST,R IY AH JH AH S T
29483,ELLERTSON,EH L ER T S AH N
29484,JOSCELYNE,JH AA S IH L AY N
29485,BIERLY,B IH R L IY
29486,SHARES,SH EH R Z
29487,REARM,R IY AA R M
29488,DOCUMENTARIES,D AA K Y AH M EH N ER IY Z
29489,CENTENO,S EH N T EH N OW
29490,WHITTED,W IH T IH D
29491,JURKIEWICZ,Y ER K AH V IH CH
29492,VICTORIAN,V IH K T AO R IY AH N
29493,LEISING,L AY S IH NG
29494,ELANE,IH L EY N
29495,LUCIW,L UW S IH
29496,EUPHORY,Y UW F AO R IY
29497,PERCS,P ER K S
29498,TIBIA,T IH B IY AH
29499,TRANSCENDENTAL,T R AE N S AH N D EH N T AH L
29500,ZAITZ,Z EY T S
29501,PAXSON,P AE K S AH N
29502,ROSANNE,R OW Z AE N
29503,YOU'D,Y UW D
29504,DIFFICULTY,D IH F AH K AH L T IY
29505,ACHY,EY K IY
29506,LASTRA,L AE S T R AH
29507,PAOLETTI,P AA OW L EH T IY
29508,BADOLATO,B AA D OW L AA T OW
29509,VARNI,V AA R N IY
29510,UNDERMANNED,AH N D ER M AE N D
29511,PIERCE,P IH R S
29512,NEASE,N IY Z
29513,SINGLE-HANDED,S IH NG G AH L HH AE N D IH D
29514,LACERATION,L AE S ER EY SH AH N
29515,SOUTHSIDE,S AW TH S AY D
29516,MENDOSA,M EH N D OW S AH
29517,FLORIO,F L AO R IY OW
29518,DUCK'S,D AH K S
29519,OLAGUE,OW L AA G
29520,SCHUFF,SH AH F
29521,GRASSY,G R AE S IY
29522,KELVIN,K EH L V AH N
29523,BANJO,B AE N JH OW
29524,EMBLEMATIC,EH M B L AH M AE T IH K
29525,GAGS,G AE G Z
29526,DRAM,D R AE M
29527,FOGT,F AA G T
29528,HASZ,HH AA SH
29529,SWINNEY,S W IH N IY
29530,FLUSTERED,F L AH S T ER D
29531,CONFIDENCES,K AA N F AH D AH N S IH Z
29532,EWES,Y UW Z
29533,FRIVOLOUSLY,F R IH V AH L AH S L IY
29534,SHUFELT,SH UW F EH L T
29535,LATECOMER,L EY T K AH M ER
29536,\"QUOTE,K W OW T
29537,ANZALONE,AE N Z AH L OW N
29538,ARMSTRONG,AA R M S T R AA NG
29539,SIEBERS,S IY B ER Z
29540,DIVERSIFICATION,D IH V ER S AH F AH K EY SH AH N
29541,GREWAL,G R UW AH L
29542,RAIMOND,R EY M AH N D
29543,THURMAN,TH ER M AH N
29544,MORTEN,M AO R T AH N
29545,MONFILS,M AA N F IH L Z
29546,JERRY'S,JH EH R IY Z
29547,FUMBLING,F AH M B L IH NG
29548,HOADLEY,HH OW D L IY
29549,TELEMATIC,T EH L AH M AE T IH K
29550,JOBIN,JH OW B IH N
29551,BURGETT,B ER JH IH T
29552,MCMAKEN,M AH K M EY K AH N
29553,IGLOO,IH G L UW
29554,CHRISTCHURCH,K R AY S T CH ER CH
29555,RADISH,R AE D IH SH
29556,SNOWDEN,S N OW D AH N
29557,TAVLIN,T AE V L IH N
29558,TEHERANIS,T EH HH ER AA N IY Z
29559,COTY,K OW T IY
29560,EXTENSION,IH K S T EH N SH AH N
29561,KIERULFF,K IY R AH L F
29562,CLAVICLE,K L AE V IH K AH L
29563,SUTLIFF,S AH T L IH F
29564,BASS'S,B EY S IH Z
29565,TEVES,T IY V Z
29566,OVERSTEPPED,OW V ER S T EH P T
29567,RADIATION,R EY D IY EY SH AH N
29568,SHIGEO,SH IH G EY OW
29569,INSTITUTIONAL,IH N S T IH T UW SH AH N AH L
29570,BATHTUB,B AE TH T AH B
29571,BUTTERY,B AH T ER IY
29572,CREWE,K R UW
29573,CLOSINGS,K L OW Z IH NG Z
29574,SARABIA,S ER EY B IY AH
29575,RADICALS,R AE D IH K AH L Z
29576,ARMORY,AA R M ER IY
29577,SOLIDARITY,S AA L AH D EH R AH T IY
29578,SQUITIERI,S K W IY T IH R IY
29579,SPROWLS,S P R AW L Z
29580,PLACE'S,P L EY S IH Z
29581,LOBOTOMY,L OW B OW T OW M IY
29582,LOHNES,L OW N Z
29583,REVOLUTIONIZED,R EH V AH L UW SH AH N AY Z D
29584,BARCUS,B AA R K AH S
29585,GUTHERIE,G AH TH ER IY
29586,VANDEHEI,V AE N D AH HH AY
29587,TYGAR,T AY G AA R
29588,FLAMING,F L EY M IH NG
29589,JUNG,Y UH NG
29590,GINDER,G AY N D ER
29591,HAUSSLER,HH AW S AH L ER
29592,SANDHOGS,S AE N D HH AO G Z
29593,CURVY,K ER V IY
29594,GABON,G AH B AA N
29595,GAMESMANSHIP,G EY M Z M AH N SH IH P
29596,COSBY'S,K AO Z B IY Z
29597,TANZANIA'S,T AE N Z AH N IY AH Z
29598,ENROLL,IH N R OW L
29599,TINGEN,T IH NG AH N
29600,DONATES,D OW N EY T S
29601,FERDINAND,F ER D IH N AE N D
29602,PENFOLD,P EH N F OW L D
29603,FLATTERY,F L AE T ER IY
29604,XYVISION,Z AY V IH ZH AH N
29605,AMELIORATE,AH M IY L Y ER EY T
29606,FREUDIAN,F R UW D IY AH N
29607,EXCUSE,IH K S K Y UW S
29608,TITONE,T IH T AH N
29609,CONTRASTS(4),K AH N T R AE S
29610,PARDUE,P AA R D UW
29611,DETESTED,D IH T EH S T IH D
29612,PANFIDA,P AE N F IY D AH
29613,MESSY,M EH S IY
29614,HEDDEN,HH EH D AH N
29615,LIZARD'S,L IH Z ER D Z
29616,FIDELITY,F AH D EH L AH T IY
29617,DISTILLATION,D IH S T AH L EY SH AH N
29618,LUNATI,L UW N AA T IY
29619,PAYETTE,P EY EH T
29620,BREAKUP,B R EY K AH P
29621,AARONSON'S,AA R AH N S AH N Z
29622,FERRIE,F EH R IY
29623,HYPOCRISY,HH IH P AA K R AH S IY
29624,STROBE,S T R OW B
29625,VOJTA,V OY T AH
29626,MEIDL,M IY D AH L
29627,ANTKOWIAK,AH N T K AW IY AE K
29628,QUINCE,K W IH N S
29629,TIPPERS,T IH P ER Z
29630,MACRODANTIN,M AE K R OW D AE N T IH N
29631,SWUM,S W AH M
29632,VANCLEEF,V AE N K L IY F
29633,BARRANCO,B AA R AA N K OW
29634,CHADRON,CH AE D R AH N
29635,HAMILTON,HH AE M AH L T AH N
29636,AHLERS,AA L ER Z
29637,TANTRUMS,T AE N T R AH M Z
29638,BOROUGH'S,B ER OW Z
29639,DYESS,D AY AH S
29640,LLAMA,L AA M AH
29641,CRUMPLER,K R AH M P L ER
29642,HAYLOFTS,HH EY L AO F T S
29643,LAWNMOWERS,L AO N M OW ER Z
29644,DEBUSSY'S,D IH B Y UW S IY Z
29645,SMULL,S M AH L
29646,DEMOCRACY'S,D IH M AA K R AH S IY Z
29647,HAMPSHIRE,HH AE M P SH AY ER
29648,MENEAR,M IH N IH R
29649,JOURDAN,ZH UH R D AE N
29650,HARDEE,HH AA R D IY
29651,PERMUTATES,P ER M Y UW T EY T S
29652,MAJORITY,M AH JH AO R AH T IY
29653,RAILWAYS,R EY L W EY Z
29654,PRIMAKOV,P R IY M AH K AA F
29655,MCCLEESE,M AH K L IY S
29656,BAITING,B EY T IH NG
29657,NUISANCE,N UW S AH N S
29658,MIEARS,M IY IH R Z
29659,VARADY,V ER AA D IY
29660,ELDWIN,IH L D W IH N
29661,SOJOURNING,S OW JH ER N IH NG
29662,LAYPERSON,L EY P ER S IH N
29663,PILGER,P IH L G ER
29664,CALVINIST,K AE L V IH N IH S T
29665,JACKET,JH AE K AH T
29666,ORSAY,AO R S EY
29667,NOCE,N OW S
29668,WIECZOREK,V IY CH AO R EH K
29669,WARK,W AO R K
29670,MUFFS,M AH F S
29671,AMPLIFYING,AE M P L AH F AY IH NG
29672,CHIEF,CH IY F
29673,CHACE,CH EY S
29674,YET,Y EH T
29675,YAMANE,Y AA M AA N EY
